"Code","Description","Version"
"007","Adm_T1_All other MDB groups","1.7"
"008","InValid Class","1.7"
"009","Adm_T2_Poisoning","1.7"
"010","Adm_T2_Injury","1.7"
"011","Adm_T2_GastroSys Illness","1.7"
"012","Adm_T2_RespSys Illness","1.7"
"013","InValid Class","1.7"
"014","Adm_T2_Neurological illness","1.7"
"015","Adm_T2_Toxic effects of drugs","1.7"
"016","Adm_T2_Circulatory system illness","1.7"
"017","Adm_T2_All other MDB groups","1.7"
"018","InValid Class","1.7"
"019","Adm_T3_Blood/Imm syst illness","1.7"
"090","Adm_T4_Psych illness","1.8"
"091","Adm_T5_All oth MDB groups 2","1.8"
"092","Adm_T5_Injury","1.8"
"093","Adm_T5_GastroSys Illness","1.8"
"094","Adm_T5_Psych illness","1.8"
"095","N-A_T2_RespSys Illness","1.8"
"096","N-A_T2_Urolsys illness","1.8"
"097","N-A_T2_GastroSys Illness","1.8"
"098","N-A_T2_Neurol illness","1.8"
"099","N-A_T2_Blood/immsys illness","1.8"
"0E1","Er-Epi End Not=1-7","1.8"
"0E2","Er-Tr Not=1-5","1.8"
"0E3","Er-Blank Diag Code","1.8"
"0E4","Error – Invalid or unspecified diagnosis classification type","1.8"
"0E5","Error – Diagnosis code – No MDB map","1.8"
"0E6","Error –  visit type not =1-5","1.8"
"0E7","Error – Sex code not consistent with diagnosis code","1.8"
"0E8","Error – Diagnosis code not recognised","1.8"
"100","N-A_T2_Psych illness","1.8"
"101","N-A_T3_Poisoning ","1.8"
"102","N-A_T3_Tox Effs Drug","1.8"
"103","N-A_T3_Illness of eyes","1.8"
"104","N-A_T3_Blood/immsys illness","1.8"
"105","N-A_T3_Psych illness","1.8"
"106","N-A_T4_Poisoning","1.8"
"107","N-A_T4_Tox Effs Drug","1.8"
"108","N-A_T4_RespSys Illness","1.8"
"109","N-A_T4_Blood/immsys illness","1.8"
"110","N-A_T4_Obs & NB/Neonate","1.8"
"111","N-A_T4_Gyn/Male sys illness","1.8"
"112","N-A_T4_Psych illness","1.8"
"113","N-A_T5_CircSys Illness","1.8"
"114","N-A_T5_GastroSys Illness","1.8"
"115","N-A_T5_Illness of the eyes, ENT","1.8"
"116","N-A_T5_Illness of the skin","1.8"
"117","N-A_T5_Blood/immsys illness","1.8"
"118","N-A_T5_Obs & NB/Neonate","1.8"
"028","InValid Class","1.8"
"029","Adm_T3_All other MDB groups","1.8"
"030","Adm_T4_Poisoning/Toxic effects of drugs","1.8"
"031","Adm_T4_RespSys Illness","1.8"
"032","Adm_T4_GastroSys Illness","1.8"
"033","Adm_T4_All other MDB groups","1.8"
"034","Adm_T4_Injury","1.8"
"035","Adm_T4_Psychiatric/Social problem/Other presentation","1.8"
"037","Adm_T5_All other MDB groups","1.8"
"038","Dead on Arrival w any Triage w any MDB","1.8"
"039","NA_T1_All Oth MDB Gps","1.8"
"040","N-A_T2_Tox Effs Drug","1.8"
"043","N-A_T2_Circulatory system / Respiratory system illness","1.8"
"044","N-A_T2_Injury","1.8"
"045","N-A_T2_Poisoning","1.8"
"046","N-A_T2_All other MDB groups","1.8"
"048","N-A_T3_Circulatory system illness","1.8"
"050","N-A_T3_Injury","1.8"
"051","NA_T3_Gentitourin Illness","1.8"
"052","NA_T3_GastroSys Illness","1.8"
"053","N-A_T3_Neurological illness","1.8"
"055","NA_T3_RespSys Illness","1.8"
"056","N-A_T3_Musculoskeletal/connective tissue illness","1.8"
"057","N-A_T3_All other MDB groups","1.8"
"058","N-A_T4_Injury","1.8"
"060","N-A_T4_Urosystem illness","1.8"
"061","N-A_T4_Circulatory system / Respiratory system illness","1.8"
"062","NA_T4_GastroSys Illness","1.8"
"063","N-A_T4_Musculoskeletal/connective tissue illness","1.8"
"065","N-A_T4_Illness of the ENT","1.8"
"066","N-A_T4_Illness of the Eyes","1.8"
"067","N-A_T4_Other presentation block","1.8"
"068","N-A_T4_All other MDB groups","1.8"
"069","N-A_T5_Poisoning/Toxic effects of drugs","1.8"
"070","N-A_T5_Injury","1.8"
"071","N-A_T5_Other presentation block","1.8"
"072","N-A_T5_All other MDB groups","1.8"
"073","Did Not Wait","1.8"
"074","Trans present_1, 2","1.8"
"075","Died in ED_triage 1","1.8"
"076","Adm_Planned Ret all Triage","1.8"
"077","N-A Planned Ret – Tri 1, 2","1.8"
"078","N-A Planned Ret – Tri 3-5","1.8"
"079","Adm_T1_Psych illness","1.8"
"080","Adm_T2_Sys infection","1.8"
"081","Adm_T2_Urolsys illness","1.8"
"082","Adm_T2_Psych illness","1.8"
"083","Adm_T3_Ill of eyes, ENT","1.8"
"084","Adm_T3_Hept syst illness","1.8"
"085","Adm_T3_Psych illness","1.8"
"086","Adm_T4_CircSys Illness","1.8"
"087","Adm_T4_Ill of eyes, ENT","1.8"
"088","Adm_T4_Blood/immsys illness","1.8"
"089","Adm_T4_Gyn/Male sys illness","1.8"
"119","N-A_T5_Genitouri sys illness","1.8"
"120","N-A_T5_Psych illness","1.8"
"121","Transfer - Triage 3","1.8"
"122","Transfer - Triage 4","1.8"
"123","Transfer - Triage 5","1.8"
"124","Died in ED - Triage 2, 3, 4, 5","1.8"
"125","Left at own risk_1, 2","1.8"
"126","Left at own risk_3","1.8"
"127","Left at own risk_4","1.8"
"128","Left at own risk_5","1.8"
"E1","Invalid/missing Episode End Status","1.8"
"E2","Invalid/missing Triage","1.8"
"E3","Blank Diagnosis code","1.8"
"E4","Invalid or unspecified diagnosis classification type","1.8"
"E5","Diagnosis code – no Major Diagnostic Block map","1.8"
"E6","Invalid/missing Type of Visit ","1.8"
"E7","Sex code not consistent with diagnosis code","1.8"
"E8","Diagnosis code not recognised","1.8"
"000","InValid Class","1.8"
"001","InValid Class","1.8"
"002","InValid Class","1.8"
"003","Adm_T1_Injury","1.8"
"004","Adm_T1_Poisoning","1.8"
"005","Adm_T1_RespSys Illness","1.8"
"006","Adm_T1_Circulatory system illness","1.8"
"007","Adm_T1_All other MDB groups","1.8"
"008","InValid Class","1.8"
"009","Adm_T2_Poisoning","1.8"
"010","Adm_T2_Injury","1.8"
"011","Adm_T2_GastroSys Illness","1.8"
"012","Adm_T2_RespSys Illness","1.8"
"013","InValid Class","1.8"
"014","Adm_T2_Neurological illness","1.8"
"015","Adm_T2_Toxic effects of drugs","1.8"
"016","Adm_T2_Circulatory system illness","1.8"
"017","Adm_T2_All other MDB groups","1.8"
"018","InValid Class","1.8"
"019","Adm_T3_Blood/Imm syst illness","1.8"
"020","Adm_T3_Injury","1.8"
"021","Adm_T3_Neurological illness","1.8"
"022","Adm_T3_Obstetric/Gynaecological illness","1.8"
"023","Adm_T3_Gastrointestinal system illness","1.8"
"024","Adm_T3_Circulatory system illness","1.8"
"025","Adm_T3_Poisoning/Toxic effects of drugs","1.8"
"026","Adm_T3_Urological illness","1.8"
"027","Adm_T3_RespSys Illness","1.8"
"E3","Blank Diagnosis code","1.8"
"E4","Invalid or unspecified diagnosis classification type","1.8"
"E5","Diagnosis code – no Major Diagnostic Block map","1.8"
"E6","Invalid/missing Type of Visit ","1.8"
"E7","Sex code not consistent with diagnosis code","1.8"
"E8","Diagnosis code not recognised","1.8"
"084","Adm_T3_Hept syst illness","1.8"
"085","Adm_T3_Psych illness","1.8"
"086","Adm_T4_CircSys Illness","1.8"
"087","Adm_T4_Ill of eyes, ENT","1.8"
"088","Adm_T4_Blood/immsys illness","1.8"
"089","Adm_T4_Gyn/Male sys illness","1.8"
"090","Adm_T4_Psych illness","1.8"
"091","Adm_T5_All oth MDB groups 2","1.8"
"092","Adm_T5_Injury","1.8"
"093","Adm_T5_GastroSys Illness","1.8"
"094","Adm_T5_Psych illness","1.8"
"095","N-A_T2_RespSys Illness","1.8"
"096","N-A_T2_Urolsys illness","1.8"
"097","N-A_T2_GastroSys Illness","1.8"
"098","N-A_T2_Neurol illness","1.8"
"099","N-A_T2_Blood/immsys illness","1.8"
"0E1","Er-Epi End Not=1-7","1.8"
"0E2","Er-Tr Not=1-5","1.8"
"0E3","Er-Blank Diag Code","1.8"
"0E4","Error – Invalid or unspecified diagnosis classification type","1.8"
"0E5","Error – Diagnosis code – No MDB map","1.8"
"0E6","Error –  visit type not =1-5","1.8"
"0E7","Error – Sex code not consistent with diagnosis code","1.8"
"0E8","Error – Diagnosis code not recognised","1.8"
"100","N-A_T2_Psych illness","1.8"
"101","N-A_T3_Poisoning ","1.8"
"102","N-A_T3_Tox Effs Drug","1.8"
"103","N-A_T3_Illness of eyes","1.8"
"104","N-A_T3_Blood/immsys illness","1.8"
"105","N-A_T3_Psych illness","1.8"
"106","N-A_T4_Poisoning","1.8"
"107","N-A_T4_Tox Effs Drug","1.8"
"108","N-A_T4_RespSys Illness","1.8"
"109","N-A_T4_Blood/immsys illness","1.8"
"110","N-A_T4_Obs & NB/Neonate","1.8"
"111","N-A_T4_Gyn/Male sys illness","1.8"
"112","N-A_T4_Psych illness","1.8"
"113","N-A_T5_CircSys Illness","1.8"
"114","N-A_T5_GastroSys Illness","1.8"
"115","N-A_T5_Illness of the eyes, ENT","1.8"
"116","N-A_T5_Illness of the skin","1.8"
"117","N-A_T5_Blood/immsys illness","1.8"
"118","N-A_T5_Obs & NB/Neonate","1.8"
"020","Adm_T3_Injury","1.8"
"021","Adm_T3_Neurological illness","1.8"
"022","Adm_T3_Obstetric/Gynaecological illness","1.8"
"023","Adm_T3_Gastrointestinal system illness","1.8"
"024","Adm_T3_Circulatory system illness","1.8"
"025","Adm_T3_Poisoning/Toxic effects of drugs","1.8"
"026","Adm_T3_Urological illness","1.8"
"027","Adm_T3_RespSys Illness","1.8"
"028","InValid Class","1.8"
"029","Adm_T3_All other MDB groups","1.8"
"030","Adm_T4_Poisoning/Toxic effects of drugs","1.8"
"031","Adm_T4_RespSys Illness","1.8"
"032","Adm_T4_GastroSys Illness","1.8"
"033","Adm_T4_All other MDB groups","1.8"
"034","Adm_T4_Injury","1.8"
"035","Adm_T4_Psychiatric/Social problem/Other presentation","1.8"
"037","Adm_T5_All other MDB groups","1.8"
"038","Dead on Arrival w any Triage w any MDB","1.8"
"039","NA_T1_All Oth MDB Gps","1.8"
"040","N-A_T2_Tox Effs Drug","1.8"
"043","N-A_T2_Circulatory system / Respiratory system illness","1.8"
"044","N-A_T2_Injury","1.8"
"045","N-A_T2_Poisoning","1.8"
"046","N-A_T2_All other MDB groups","1.8"
"048","N-A_T3_Circulatory system illness","1.8"
"050","N-A_T3_Injury","1.8"
"051","NA_T3_Gentitourin Illness","1.8"
"052","NA_T3_GastroSys Illness","1.8"
"053","N-A_T3_Neurological illness","1.8"
"055","NA_T3_RespSys Illness","1.8"
"056","N-A_T3_Musculoskeletal/connective tissue illness","1.8"
"057","N-A_T3_All other MDB groups","1.8"
"058","N-A_T4_Injury","1.8"
"060","N-A_T4_Urosystem illness","1.8"
"061","N-A_T4_Circulatory system / Respiratory system illness","1.8"
"062","NA_T4_GastroSys Illness","1.8"
"063","N-A_T4_Musculoskeletal/connective tissue illness","1.8"
"065","N-A_T4_Illness of the ENT","1.8"
"066","N-A_T4_Illness of the Eyes","1.8"
"067","N-A_T4_Other presentation block","1.8"
"068","N-A_T4_All other MDB groups","1.8"
"069","N-A_T5_Poisoning/Toxic effects of drugs","1.8"
"070","N-A_T5_Injury","1.8"
"071","N-A_T5_Other presentation block","1.8"
"072","N-A_T5_All other MDB groups","1.8"
"073","Did Not Wait","1.8"
"074","Trans present_1, 2","1.8"
"075","Died in ED_triage 1","1.8"
"076","Adm_Planned Ret all Triage","1.8"
"077","N-A Planned Ret – Tri 1, 2","1.8"
"078","N-A Planned Ret – Tri 3-5","1.8"
"079","Adm_T1_Psych illness","1.8"
"080","Adm_T2_Sys infection","1.8"
"081","Adm_T2_Urolsys illness","1.8"
"082","Adm_T2_Psych illness","1.8"
"083","Adm_T3_Ill of eyes, ENT","1.8"
"119","N-A_T5_Genitouri sys illness","1.8"
"120","N-A_T5_Psych illness","1.8"
"121","Transfer - Triage 3","1.8"
"122","Transfer - Triage 4","1.8"
"123","Transfer - Triage 5","1.8"
"124","Died in ED - Triage 2, 3, 4, 5","1.8"
"125","Left at own risk_1, 2","1.8"
"126","Left at own risk_3","1.8"
"127","Left at own risk_4","1.8"
"128","Left at own risk_5","1.8"
"E1","Invalid/missing Episode End Status","1.8"
"E2","Invalid/missing Triage","1.8"
"000","InValid Class","1.8"
"001","InValid Class","1.8"
"002","InValid Class","1.8"
"003","Adm_T1_Injury","1.8"
"004","Adm_T1_Poisoning","1.8"
"005","Adm_T1_RespSys Illness","1.8"
"006","Adm_T1_Circulatory system illness","1.8"
"007","Adm_T1_All other MDB groups","1.8"
"008","InValid Class","1.8"
"009","Adm_T2_Poisoning","1.8"
"010","Adm_T2_Injury","1.8"
"011","Adm_T2_GastroSys Illness","1.8"
"012","Adm_T2_RespSys Illness","1.8"
"013","InValid Class","1.8"
"014","Adm_T2_Neurological illness","1.8"
"015","Adm_T2_Toxic effects of drugs","1.8"
"016","Adm_T2_Circulatory system illness","1.8"
"017","Adm_T2_All other MDB groups","1.8"
"018","InValid Class","1.8"
"019","Adm_T3_Blood/Imm syst illness","1.8"
"40.34-L","Research","4"
"10.08","Endoscopy – orthopaedic","4"
"30.06","Positron emission tomography (PET)","4"
"30.07","Mammography screening","4"
"40.50","Urology","4"
"40.51","Breast","4"
"40.52","Oncology","4"
"40.53","General medicine","4"
"40.54","General surgery","4"
"20.49","Geriatric evaluation and management (GEM)","4"
"20.5","Psychogeriatric","4"
"20.50","Psychogeriatric","4"
"20.51","Sleep disorders","4"
"20.52","Addiction medicine","4"
"20.53","Obstetrics – management of complex pregnancy","4"
"20.54","Maternal fetal medicine","4"
"40.55","Paediatrics","4"
"40.56","Falls prevention","4"
"40.57","Cognition and memory","4"
"40.58","Hospital avoidance programs","4"
"40.59","Post-acute care","4"
"40.6","Pulmonary rehabilitation","4"
"40.60","Pulmonary rehabilitation","4"
"40.61","Telehealth – patient location","4"
"99.95","Excluded data ","4"
"99.96","Excluded nonclinical ","4"
"A","Acute – Clinical","4"
"C","Consultation to Service Unit not funded from MH Program","4"
"D","Early Intervention – Depression","4"
"E","Emergency – Clinical","4"
"F","Emergency – Social","4"
"G","Early Intervention – General","4"
"H","Acute - Social","4"
"J","Promotion, Prevention or Early Intervention NOS","4"
"K","Consultation to a Mental Health Service Unit","4"
"M","MH Service not otherwise specified","4"
"N","Early Intervention – Anxiety","4"
"P","Mental Health Promotion","4"
"Q","Emergency/acute – clinical/social","4"
"R","Rehabilitation – Clinical","4"
"S","Rehabilitation – Social","4"
"U","Extended – Social","4"
"V","Mental Illness Prevention","4"
"W","Non-acute – clinical/social","4"
"X","Extended – Clinical","4"
"Y","Early Intervention – Psychosis","4"
"ZZ","Ungroupable - NonAdmitted MH","4"
"10.01","Hyperbaric medicine","4"
"10.02","Interventional imaging","4"
"10.03","Minor surgical","4"
"10.04","Dental","4"
"10.05","Angioplasty/angiography","4"
"10.06","Endoscopy – gastrointestinal","4"
"10.07","Endoscopy – urological/gynaecological","4"
"10.09","Endoscopy – respiratory/ear, nose and throat (ENT)","4"
"10.1","Renal dialysis – hospital delivered","4"
"10.10","Renal dialysis – hospital delivered","4"
"10.11","Chemotherapy treatment","4"
"10.12","Radiation therapy – treatment","4"
"10.13","Minor medical procedures","4"
"10.14","Pain management interventions","4"
"10.15","Renal dialysis – haemodialysis – home delivered","4"
"10.16","Renal dialysis – peritoneal dialysis – home delivered","4"
"20.55","Telehealth – patient location","4"
"30.01","General imaging","4"
"30.02","Magnetic resonance imaging (MRI)","4"
"30.03","Computerised tomography (CT)","4"
"30.04","Nuclear medicine","4"
"30.05","Pathology (microbiology, haematology, biochemistry)","4"
"30.08","Clinical measurement","4"
"40.01","Aboriginal and Torres Strait Islander Health Clinic","4"
"40.02","Aged care assessment","4"
"40.03","Aids and appliances","4"
"40.04","Clinical pharmacy","4"
"40.05","Hydrotherapy","4"
"40.06","Occupational therapy","4"
"40.07","Pre-admission and pre-anaesthesia","4"
"40.08","Primary health care","4"
"40.09","Physiotherapy","4"
"40.1","Sexual health","4"
"40.10","Sexual health","4"
"40.11","Social work","4"
"40.12","Rehabilitation","4"
"40.13","Wound management","4"
"40.14","Neuropsychology","4"
"40.15","Optometry","4"
"40.16","Orthoptics","4"
"40.17","Audiology","4"
"40.18","Speech pathology","4"
"40.21","Cardiac rehabilitation","4"
"40.22","Stomal therapy","4"
"40.23","Nutrition/dietetics","4"
"40.24","Orthotics","4"
"40.25","Podiatry","4"
"40.27","Family planning","4"
"40.28","Midwifery and maternity","4"
"40.29","Psychology","4"
"40.3","Alcohol and other drugs","4"
"40.30","Alcohol and other drugs","4"
"40.31","Burns","4"
"40.32","Continence","4"
"40.33","General counselling","4"
"40.34","Specialist mental health","4"
"40.34-A","Acute – Clinical","4"
"40.34-C","Consultation to Service Unit not funded from MH Program","4"
"40.34-D","Early Intervention – Depression","4"
"40.34-E","Emergency – Clinical","4"
"40.34-F","Emergency – Social","4"
"40.34-G","Early Intervention – General","4"
"40.34-H","Acute - Social","4"
"40.34-J","Promotion, Prevention or Early Intervention NOS","4"
"40.34-K","Consultation to a Mental Health Service Unit","4"
"40.34-M","MH Service not otherwise specified","4"
"40.34-N","Early Intervention – Anxiety","4"
"40.34-P","Mental Health Promotion","4"
"40.34-Q","Emergency/acute – clinical/social","4"
"40.34-R","Rehabilitation – Clinical","4"
"40.34-S","Rehabilitation – Social","4"
"40.34-U","Extended – Social","4"
"40.34-V","Mental Illness Prevention","4"
"40.34-W","Non-acute – clinical/social","4"
"40.34-X","Extended – Clinical","4"
"40.34-Y","Early Intervention – Psychosis","4"
"40.34-ZZ","Ungroupable - NonAdmitted MH","4"
"40.35","Palliative care","4"
"40.36","Geriatric evaluation and management (GEM)","4"
"40.37","Psychogeriatric","4"
"40.38","Infectious diseases","4"
"40.39","Neurology","4"
"40.4","Respiratory","4"
"40.40","Respiratory","4"
"40.41","Gastroenterology","4"
"40.42","Circulatory","4"
"40.43","Hepatobiliary","4"
"40.44","Orthopaedics","4"
"40.45","Dermatology","4"
"40.46","Endocrinology","4"
"40.47","Nephrology","4"
"40.48","Haematology and immunology","4"
"40.49","Gynaecology","4"
"40.5","Urology","4"
"10.17","Total parenteral nutrition – home delivered","4"
"10.18","Enteral nutrition – home delivered","4"
"10.19","Ventilation – home delivered","4"
"10.2","Radiation therapy – simulation and planning","4"
"10.20","Radiation therapy – simulation and planning","4"
"20.01","Transplants","4"
"20.02","Anaesthetics","4"
"20.03","Pain management","4"
"20.04","Developmental disabilities","4"
"20.05","General medicine","4"
"20.06","General practice and primary care","4"
"20.07","General surgery","4"
"20.08","Genetics","4"
"20.09","Geriatric medicine","4"
"20.1","Haematology","4"
"20.10","Haematology","4"
"20.11","Paediatric medicine","4"
"20.12","Paediatric surgery","4"
"20.13","Palliative care","4"
"20.14","Epilepsy","4"
"20.15","Neurology","4"
"20.16","Neurosurgery","4"
"20.17","Ophthalmology","4"
"20.18","Ear, nose and throat (ENT)","4"
"20.19","Respiratory","4"
"20.2","Respiratory – cystic fibrosis","4"
"20.20","Respiratory – cystic fibrosis","4"
"20.21","Anti-coagulant Screening and Management","4"
"20.22","Cardiology","4"
"20.23","Cardiothoracic","4"
"20.24","Vascular surgery","4"
"20.25","Gastroenterology","4"
"20.26","Hepatobiliary","4"
"20.27","Craniofacial","4"
"20.28","Metabolic bone","4"
"20.29","Orthopaedics","4"
"20.3","Rheumatology","4"
"20.30","Rheumatology","4"
"20.31","Spinal","4"
"20.32","Breast","4"
"20.33","Dermatology","4"
"20.34","Endocrinology","4"
"20.35","Nephrology","4"
"20.36","Urology","4"
"20.37","Assisted reproductive technology","4"
"20.38","Gynaecology","4"
"20.39","Gynaecological oncology","4"
"20.4","Obstetrics – management of pregnancy without complications","4"
"20.40","Obstetrics – management of pregnancy without complications","4"
"20.41","Immunology","4"
"20.42","Medical oncology – consultation","4"
"20.43","Radiation therapy – consultation","4"
"20.44","Infectious diseases","4"
"20.45","Psychiatry","4"
"20.46","Plastic and reconstructive surgery","4"
"20.47","Rehabilitation","4"
"20.48","Multidisciplinary burns clinic","4"
"40.34-L","Research","4.0"
"10.08","Endoscopy – orthopaedic","4.0"
"30.06","Positron emission tomography (PET)","4.0"
"30.07","Mammography screening","4.0"
"40.50","Urology","4.0"
"40.51","Breast","4.0"
"40.52","Oncology","4.0"
"40.53","General medicine","4.0"
"40.54","General surgery","4.0"
"20.49","Geriatric evaluation and management (GEM)","4.0"
"20.5","Psychogeriatric","4.0"
"20.50","Psychogeriatric","4.0"
"20.51","Sleep disorders","4.0"
"20.52","Addiction medicine","4.0"
"20.53","Obstetrics – management of complex pregnancy","4.0"
"20.54","Maternal fetal medicine","4.0"
"40.55","Paediatrics","4.0"
"40.56","Falls prevention","4.0"
"40.57","Cognition and memory","4.0"
"40.58","Hospital avoidance programs","4.0"
"40.59","Post-acute care","4.0"
"40.6","Pulmonary rehabilitation","4.0"
"40.60","Pulmonary rehabilitation","4.0"
"40.61","Telehealth – patient location","4.0"
"99.95","Excluded data ","4.0"
"99.96","Excluded nonclinical ","4.0"
"A","Acute – Clinical","4.0"
"C","Consultation to Service Unit not funded from MH Program","4.0"
"D","Early Intervention – Depression","4.0"
"E","Emergency – Clinical","4.0"
"F","Emergency – Social","4.0"
"G","Early Intervention – General","4.0"
"H","Acute - Social","4.0"
"J","Promotion, Prevention or Early Intervention NOS","4.0"
"K","Consultation to a Mental Health Service Unit","4.0"
"M","MH Service not otherwise specified","4.0"
"N","Early Intervention – Anxiety","4.0"
"P","Mental Health Promotion","4.0"
"Q","Emergency/acute – clinical/social","4.0"
"R","Rehabilitation – Clinical","4.0"
"S","Rehabilitation – Social","4.0"
"U","Extended – Social","4.0"
"V","Mental Illness Prevention","4.0"
"W","Non-acute – clinical/social","4.0"
"X","Extended – Clinical","4.0"
"Y","Early Intervention – Psychosis","4.0"
"ZZ","Ungroupable - NonAdmitted MH","4.0"
"10.01","Hyperbaric medicine","4.0"
"10.02","Interventional imaging","4.0"
"10.03","Minor surgical","4.0"
"10.04","Dental","4.0"
"10.05","Angioplasty/angiography","4.0"
"10.06","Endoscopy – gastrointestinal","4.0"
"10.07","Endoscopy – urological/gynaecological","4.0"
"10.09","Endoscopy – respiratory/ear, nose and throat (ENT)","4.0"
"10.1","Renal dialysis – hospital delivered","4.0"
"10.10","Renal dialysis – hospital delivered","4.0"
"10.11","Chemotherapy treatment","4.0"
"10.12","Radiation therapy – treatment","4.0"
"10.13","Minor medical procedures","4.0"
"10.14","Pain management interventions","4.0"
"10.15","Renal dialysis – haemodialysis – home delivered","4.0"
"10.16","Renal dialysis – peritoneal dialysis – home delivered","4.0"
"20.55","Telehealth – patient location","4.0"
"30.01","General imaging","4.0"
"30.02","Magnetic resonance imaging (MRI)","4.0"
"30.03","Computerised tomography (CT)","4.0"
"30.04","Nuclear medicine","4.0"
"30.05","Pathology (microbiology, haematology, biochemistry)","4.0"
"30.08","Clinical measurement","4.0"
"40.01","Aboriginal and Torres Strait Islander Health Clinic","4.0"
"40.02","Aged care assessment","4.0"
"40.03","Aids and appliances","4.0"
"40.04","Clinical pharmacy","4.0"
"40.05","Hydrotherapy","4.0"
"40.06","Occupational therapy","4.0"
"40.07","Pre-admission and pre-anaesthesia","4.0"
"40.08","Primary health care","4.0"
"40.09","Physiotherapy","4.0"
"40.1","Sexual health","4.0"
"40.10","Sexual health","4.0"
"40.11","Social work","4.0"
